id,owner_id,name,description,category,brand,stock,rating,images,price,currency,created_at
042f99b0-b5d1-471d-8b76-f314bb02d0d0,21123d3d-762f-4e47-8f62-b083460bca29,SteelSeries Gaming Mouse,<p>Professional esports mouse</p>,Gaming,SteelSeries,55,0.0,"[""https://images.unsplash.com/photo-1563298723-dcfebaa392e3"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773212751/profiles/o9jkummkb5i0xtcwlyaz.avif""]",89,$,2026-03-10 21:42:14.439075+00
04726298-5e86-49b7-a35c-79e352f333c1,21123d3d-762f-4e47-8f62-b083460bca29,Razer Hammerhead Earbuds,<p>Gaming wireless earbuds</p>,Gaming,Razer,28,0.0,"[""https://images.unsplash.com/photo-1612444530582-fc66183b16f7""]",139,$,2026-03-10 21:42:14.439075+00
06cd2f61-68fe-4e86-bfb1-f2c553182700,21123d3d-762f-4e47-8f62-b083460bca29,Apple TV 4K,<p>Streaming media player</p>,Entertainment,Apple,22,0.0,"[""https://images.unsplash.com/photo-1606813907291-d86efa9b94db""]",179,$,2026-03-10 21:42:14.439075+00
0d101c22-884c-417b-845c-2ba346939e8c,21123d3d-762f-4e47-8f62-b083460bca29,Samsung Galaxy Watch 6,<p>Advanced smartwatch</p>,Wearables,Samsung,30,0.0,"[""https://images.unsplash.com/photo-1508685096489-7aacd43bd3b1""]",349,$,2026-03-10 21:35:56.638004+00
0f65b821-e81e-42d7-a625-466846eba2f5,21123d3d-762f-4e47-8f62-b083460bca29,Roku Streaming Stick,<p>HD streaming device</p>,Entertainment,Roku,30,0.0,"[""https://images.unsplash.com/photo-1587574293340-e0011c4e8ecf""]",49,$,2026-03-10 21:42:14.439075+00
12ac1ef3-e3b9-4dc4-aea0-8e6cb55152a7,21123d3d-762f-4e47-8f62-b083460bca29,Meta Quest 3,<p>Standalone VR headset</p>,VR,Meta,18,0.0,"[""https://images.unsplash.com/photo-1622979135225-d2ba269cf1ac""]",499,$,2026-03-10 21:42:14.439075+00
1acc1780-f61a-4e38-b41a-98c5f60135ba,21123d3d-762f-4e47-8f62-b083460bca29,Apple AirPods Pro (2nd Generation),"<h2>Apple AirPods Pro (2nd Generation)</h2><p></p><p>Experience immersive sound with the new Apple AirPods Pro. <br>Powered by Apple's advanced H2 chip, these earbuds deliver <br>active noise cancellation, adaptive transparency, and <br>crystal-clear audio quality.</p><p></p><ul><li><p>Active Noise Cancellation</p></li><li><p>Adaptive Transparency Mode</p></li><li><p>Spatial Audio with dynamic head tracking</p></li><li><p>Up to 30 hours battery with charging case</p></li><li><p>MagSafe charging suppor</p></li></ul><p></p>",Electronics,Apple,50,0.0,"[""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773178980/profiles/uemidceinjo8dedb3wof.avif"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773178981/profiles/x2spu79x7mk6wryujeds.avif"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773178985/profiles/ssnyvbno4ans67z8cchz.avif""]",249,$,2026-03-10 21:46:36.697999+00
297dd32a-7078-4b8f-9f2b-928cfa3ddeac,21123d3d-762f-4e47-8f62-b083460bca29,HyperX Cloud II Headset,<p>Gaming headset with surround sound</p>,Gaming,HyperX,35,0.0,"[""https://images.unsplash.com/photo-1599669454699-248893623440""]",129,$,2026-03-10 21:42:14.439075+00
2c69d37d-7675-43f8-b248-089b645f2452,21123d3d-762f-4e47-8f62-b083460bca29,Nikon Z6 II,<p>Professional mirrorless camera</p>,Cameras,Nikon,9,0.0,"[""https://images.unsplash.com/photo-1516035069371-29a1b244cc32""]",1999,$,2026-03-10 21:42:14.439075+00
30114a82-fbaf-4424-92c3-03f0a7135c0b,21123d3d-762f-4e47-8f62-b083460bca29,Amazon Fire TV Stick,<p>4K streaming device</p>,Entertainment,Amazon,35,0.0,"[""https://images.unsplash.com/photo-1593784991095-a205069470b6""]",59,$,2026-03-10 21:42:14.439075+00
307d9e0c-056d-43a3-abb2-be8e97e88a3d,21123d3d-762f-4e47-8f62-b083460bca29,Asus ROG Strix Laptop,<p>Gaming laptop high performance</p>,Computers,Asus,14,0.0,"[""https://images.unsplash.com/photo-1593642632823-8f785ba67e45""]",1799,$,2026-03-10 21:42:14.439075+00
34549d08-939f-4d60-97c0-69d371bd955f,21123d3d-762f-4e47-8f62-b083460bca29,Sony WF-1000XM4,<p>Industry leading ANC earbuds</p>,Electronics,Sony,50,0.0,"[""https://images.unsplash.com/photo-1590658268037-6bf12165a8df""]",279,$,2026-03-10 21:42:14.439075+00
3954aa1c-7b7f-4f84-b6f5-5aecb02fb58b,21123d3d-762f-4e47-8f62-b083460bca29,Apple Magic Keyboard,<p>Wireless keyboard for Mac</p>,Accessories,Apple,60,0.0,"[""https://images.unsplash.com/photo-1518779578993-ec3579fee39f""]",129,$,2026-03-10 21:42:14.439075+00
42a24996-fd93-4ab4-a1f9-6fb03a8a08df,21123d3d-762f-4e47-8f62-b083460bca29,Sony WH-1000XM5,<p>Noise cancelling headphones</p>,Electronics,Sony,30,0.0,"[""https://images.unsplash.com/photo-1546435770-a3e426bf472b""]",349,$,2026-03-10 21:35:56.638004+00
4bfe2185-7011-4109-82d8-a400a67e1ad1,21123d3d-762f-4e47-8f62-b083460bca29,Samsung Odyssey G7,<p>Curved gaming monitor</p>,Displays,Samsung,15,0.0,"[""https://images.unsplash.com/photo-1587202372775-e229f172b9d7""]",699,$,2026-03-10 21:42:14.439075+00
4ef963d9-8843-4e93-9e44-680985d20a35,21123d3d-762f-4e47-8f62-b083460bca29,GoPro Hero 12,<p>Action camera</p>,Cameras,GoPro,40,0.0,"[""https://images.unsplash.com/photo-1519183071298-a2962be90b8e""]",399,$,2026-03-10 21:35:56.638004+00
570cc776-cbfd-4110-b833-2c3e427913b1,21123d3d-762f-4e47-8f62-b083460bca29,Canon EOS R6,<p>Professional mirrorless camera</p>,Cameras,Canon,10,0.0,"[""https://images.unsplash.com/photo-1519183071298-a2962be90b8e""]",2499,$,2026-03-10 21:35:56.638004+00
573f27d5-6dea-4e43-9f38-ef0a420ca123,21123d3d-762f-4e47-8f62-b083460bca29,Beats Studio Buds,<p>Bass heavy wireless earbuds</p>,Electronics,Beats,30,0.0,"[""https://images.unsplash.com/photo-1592899677977-9c10ca588bbd""]",159,$,2026-03-10 21:42:14.439075+00
585d17cd-494b-4d90-a13d-7172709de959,21123d3d-762f-4e47-8f62-b083460bca29,Sennheiser Momentum 4,<p>Audiophile headphones</p>,Electronics,Sennheiser,20,0.0,"[""https://images.unsplash.com/photo-1484704849700-f032a568e944""]",379,$,2026-03-10 21:42:14.439075+00
5a9a8424-fc64-49f4-8a51-fbdcf9cc7ebc,21123d3d-762f-4e47-8f62-b083460bca29,HP Spectre x360,<p>Convertible premium laptop</p>,Computers,HP,18,0.0,"[""https://images.unsplash.com/photo-1517336714731-489689fd1ca8""]",1499,$,2026-03-10 21:42:14.439075+00
6bc17be5-033d-4dd9-a30a-6fc09e9b76e0,21123d3d-762f-4e47-8f62-b083460bca29,Logitech MX Keys,<p>Advanced wireless keyboard</p>,Accessories,Logitech,50,0.0,"[""https://images.unsplash.com/photo-1587829741301-dc798b83add3""]",119,$,2026-03-10 21:42:14.439075+00
6f6ee7cc-2ec3-4e7d-a26b-91abee5b4b86,21123d3d-762f-4e47-8f62-b083460bca29,PlayStation 5,<p>Next-gen gaming console</p>,Gaming,Sony,20,0.0,"[""https://images.unsplash.com/photo-1606813907291-d86efa9b94db""]",499,$,2026-03-10 21:35:56.638004+00
70f31127-6e21-4f46-81a3-afa22849fae6,21123d3d-762f-4e47-8f62-b083460bca29,Apple Studio Display,<p>27-inch retina display</p>,Displays,Apple,10,0.0,"[""https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc""]",1599,$,2026-03-10 21:42:14.439075+00
7724aac7-99e5-4daa-8116-6e6a0511c3df,21123d3d-762f-4e47-8f62-b083460bca29,iPhone 15 Pro,<p>Latest Apple smartphone</p>,Mobile,Apple,60,0.0,"[""https://images.unsplash.com/photo-1603899122634-f086ca5f5ddd""]",999,$,2026-03-10 21:35:56.638004+00
85ef0026-fd51-42c1-8138-fd0e1f37932a,21123d3d-762f-4e47-8f62-b083460bca29,Samsung Galaxy Buds 2 Pro,<h2>Premium Wireless Earbuds</h2><p>Samsung Galaxy Buds 2 Pro deliver immersive sound with active noise cancellation and crystal-clear audio. Perfect for music lovers and daily use.</p><ul><li><p>Active Noise Cancellation</p></li><li><p>360° immersive audio</p></li><li><p>Bluetooth 5.3 connectivity</p></li><li><p>Up to 18 hours battery life</p></li></ul><p></p>,Electronics,Samsung,35,0.0,"[""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773177646/profiles/fgcxbnr0fuki3e70aqxr.avif"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773177648/profiles/shunbdahmg5m6xvoufop.avif"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773177651/profiles/zceanjs6s9fe0j5l2xxv.avif"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773177656/profiles/rseu1wscnisgmdaf6d1x.avif""]",41,$,2026-03-10 21:24:14.968602+00
8df6231c-1668-424e-9afe-0835d0134d5f,21123d3d-762f-4e47-8f62-b083460bca29,Dell XPS 13,<p>Ultra thin laptop</p>,Computers,Dell,18,0.0,"[""https://images.unsplash.com/photo-1496181133206-80ce9b88a853""]",1299,$,2026-03-10 21:35:56.638004+00
9ed2eebc-7ae9-4c7c-a869-991d7cc8a768,21123d3d-762f-4e47-8f62-b083460bca29,JBL Live 660NC,<p>Wireless noise cancelling headphones</p>,Electronics,JBL,25,0.0,"[""https://images.unsplash.com/photo-1580894908361-967195033215""]",199,$,2026-03-10 21:42:14.439075+00
9f86f54b-c3da-4fdd-8545-3684a436f2c1,21123d3d-762f-4e47-8f62-b083460bca29,Samsung Galaxy Tab S9,<p>Android tablet</p>,Tablets,Samsung,28,0.0,"[""https://images.unsplash.com/photo-1546054454-aa26e2b734c7""]",899,$,2026-03-10 21:35:56.638004+00
a1b0f893-16c3-4901-a302-051ce6c356f6,21123d3d-762f-4e47-8f62-b083460bca29,Logitech MX Master 3,<p>Wireless productivity mouse</p>,Accessories,Logitech,70,0.0,"[""https://images.unsplash.com/photo-1587829741301-dc798b83add3""]",99,$,2026-03-10 21:35:56.638004+00
a2a9e7ff-7345-4e23-8fdc-c6d1d5358836,21123d3d-762f-4e47-8f62-b083460bca29,iPad Pro 12.9,<p>Powerful tablet device</p>,Tablets,Apple,25,0.0,"[""https://images.unsplash.com/photo-1542751110-97427bbecf20"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773211276/profiles/uzb20reondq4njwqargg.avif""]",1099,$,2026-03-10 21:35:56.638004+00
a32215a1-76b4-4bdd-b756-7dd64bfcaafb,21123d3d-762f-4e47-8f62-b083460bca29,DJI Air 3 Drone,<p>Advanced aerial photography drone</p>,Drones,DJI,12,0.0,"[""https://images.unsplash.com/photo-1508614589041-895b88991e3e""]",999,$,2026-03-10 21:42:14.439075+00
a78f7877-de5d-4a7d-9bb6-03ef5f960b2b,21123d3d-762f-4e47-8f62-b083460bca29,Lenovo ThinkPad X1,<p>Business ultrabook laptop</p>,Computers,Lenovo,16,0.0,"[""https://images.unsplash.com/photo-1496181133206-80ce9b88a853""]",1599,$,2026-03-10 21:42:14.439075+00
aa9735ae-7a74-495f-8a13-43b3eb441f0f,21123d3d-762f-4e47-8f62-b083460bca29,DJI Mini 3 Drone,<p>Compact camera drone</p>,Drones,DJI,18,0.0,"[""https://images.unsplash.com/photo-1508614589041-895b88991e3e""]",699,$,2026-03-10 21:35:56.638004+00
ae4a9d04-0dc5-491d-bd78-dcf309e721e0,21123d3d-762f-4e47-8f62-b083460bca29,GoPro Hero 11,<p>Waterproof action camera</p>,Cameras,GoPro,28,0.0,"[""https://images.unsplash.com/photo-1519183071298-a2962be90b8e""]",399,$,2026-03-10 21:42:14.439075+00
bce50bb1-0730-44e9-84f6-15ae3abb53b1,21123d3d-762f-4e47-8f62-b083460bca29,MacBook Pro M3,<p>Powerful developer laptop</p>,Computers,Apple,15,0.0,"[""https://images.unsplash.com/photo-1517336714731-489689fd1ca8""]",1999,$,2026-03-10 21:35:56.638004+00
c67bcd99-7db5-4e92-afc2-88a81297bbb6,21123d3d-762f-4e47-8f62-b083460bca29,Bose QuietComfort Earbuds,<p>Premium noise cancelling earbuds</p>,Electronics,Bose,35,0.0,"[""https://images.unsplash.com/photo-1618366712010-f4ae9c647dcb""]",279,$,2026-03-10 21:42:14.439075+00
c6995c2c-6545-4e69-93bb-83fb1b8ebb03,21123d3d-762f-4e47-8f62-b083460bca29,Apple Watch Series 9,<p>Smartwatch fitness tracker</p>,Wearables,Apple,35,0.0,"[""https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b""]",399,$,2026-03-10 21:35:56.638004+00
cd54f72c-ff12-4e0f-92de-99b15cf740d5,21123d3d-762f-4e47-8f62-b083460bca29,Valve Index VR,<p>High performance VR headset</p>,VR,Valve,10,0.0,"[""https://images.unsplash.com/photo-1593508512255-86ab42a8e620""]",999,$,2026-03-10 21:42:14.439075+00
d8eb3768-a0b5-4814-bf7b-af4bf18cf4a3,21123d3d-762f-4e47-8f62-b083460bca29,Sony Alpha A7 IV,<p>Full-frame mirrorless camera</p>,Cameras,Sony,12,0.0,"[""https://images.unsplash.com/photo-1502920917128-1aa500764b54""]",2699,$,2026-03-10 21:35:56.638004+00
db441917-4bba-4118-b899-171a7d0c2638,21123d3d-762f-4e47-8f62-b083460bca29,Google Pixel 8,<p>AI powered smartphone</p>,Mobile,Google,45,0.0,"[""https://images.unsplash.com/photo-1598327105666-5b89351aff97""]",799,$,2026-03-10 21:35:56.638004+00
e0326ee7-bc48-435c-9808-f1908eb6f9fb,21123d3d-762f-4e47-8f62-b083460bca29,Mechanical Keyboard RGB,<p>Gaming keyboard</p>,Accessories,Razer,50,0.0,"[""https://images.unsplash.com/photo-1518779578993-ec3579fee39f""]",149,$,2026-03-10 21:35:56.638004+00
e4da3169-49db-4d53-a94a-c7b6be225376,21123d3d-762f-4e47-8f62-b083460bca29,Apple AirPods Pro,<p>Premium noise cancelling earbuds</p>,Electronics,Apple,50,0.0,"[""https://images.unsplash.com/photo-1606220838315-056192d5e927"",""https://images.unsplash.com/photo-1610945264803-c22b62d2a7b3""]",249,$,2026-03-10 21:35:56.638004+00
e922166f-0608-40ac-bdc7-cd89c14589a1,21123d3d-762f-4e47-8f62-b083460bca29,Samsung Galaxy S24,<p>Flagship Android phone</p>,Mobile,Samsung,55,0.0,"[""https://images.unsplash.com/photo-1610945265064-0e34e5519bbf""]",899,$,2026-03-10 21:35:56.638004+00
f21d6d5b-804f-4fba-ae6f-22326c3b1417,21123d3d-762f-4e47-8f62-b083460bca29,Sony WH-1000XM5 Headphones,"<h2>Premium Noise Cancelling Headphones</h2>
  <p>Experience industry-leading noise cancellation with Sony WH-1000XM5 wireless headphones. 
  Designed for comfort and crystal-clear sound.</p>
  <ul>
    <li>30-hour battery life</li>
    <li>Adaptive sound control</li>
    <li>High-resolution audio</li>
  </ul>",Electronics,Sony,20,0.0,"[""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773175018/profiles/dv4iwn10c6uxbionusew.avif"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773175099/profiles/sauqaxeek01tsiqofscm.avif"",""https://res.cloudinary.com/dgc57zjgu/image/upload/v1773175115/profiles/erbtktcugcr6tzb1hoke.avif""]",349,$,2026-03-10 21:06:44.43733+00
